city,body_type,Kms_Driven,oem,model,modelYear,variantName,price,Insurance Validity,Fuel Type,Seating_Capacity,Ownership,Transmission,Color
4,8,70000,8,59,2010,350,340000,1,4,5,1,1,135
4,6,10000,17,120,2022,1114,1040000,4,1,5,1,1,85
4,7,120000,17,130,2015,1460,600000,4,1,9,3,1,85
4,8,52034,8,55,2013,1454,334000,1,4,5,1,1,135
4,2,45979,27,224,2015,1409,243000,1,4,5,3,1,107
4,8,10000,8,55,2019,1031,610000,4,4,5,1,1,85
4,2,68551,9,85,2013,1569,349000,1,4,5,1,1,113
4,2,68766,29,256,2019,1881,513999,5,4,5,1,1,135
4,7,80000,29,250,2012,971,300000,4,1,7,1,1,85
4,8,120000,9,81,2016,371,459999,4,1,5,3,1,85
4,8,120000,9,81,2015,400,450000,4,1,5,3,1,85
4,4,120000,17,119,2010,1480,320000,4,1,7,0,1,85
4,7,71000,6,48,2019,266,850000,1,1,5,1,1,135
4,8,53000,31,286,2014,999,500000,1,1,5,1,1,9
4,2,75000,31,281,2017,326,550000,1,1,5,3,1,14
4,2,23573,20,173,2020,1728,560000,1,4,5,1,1,135
4,7,76200,6,48,2018,266,800000,1,1,5,1,1,135
4,2,85000,9,77,2007,1109,180000,1,4,5,1,0,113
4,2,62000,20,147,2014,1728,270000,1,4,5,1,1,113
4,8,16603,9,68,2020,1433,735000,1,4,5,1,0,56
4,2,43571,9,70,2018,1074,308000,4,4,5,1,1,113
4,2,28328,20,146,2020,1749,380000,5,4,5,1,1,135
4,2,115000,20,168,2014,1687,459999,1,1,5,1,1,135
4,7,40282,8,65,2017,2029,657000,1,4,5,1,1,113
4,2,57826,20,146,2016,1224,254999,1,4,5,1,1,113
4,2,85400,31,281,2016,15,450000,1,4,5,1,1,113
4,2,74000,9,85,2014,832,480000,1,4,5,3,1,65
4,7,66000,17,123,2018,1477,825000,1,1,7,1,1,135
4,7,65580,20,172,2018,1940,894999,1,1,5,1,0,113
4,2,91200,31,281,2014,326,450000,1,1,5,3,1,107
4,7,65000,6,48,2015,266,590000,1,1,5,3,1,135
4,2,84250,9,85,2017,206,670000,1,1,5,3,1,56
4,2,93155,20,168,2007,1778,229999,1,1,5,4,1,135
4,8,79412,1,12,2014,660,1425000,1,1,5,3,0,107
4,8,68140,28,235,2019,330,810000,3,1,5,1,1,135
4,4,16293,13,100,2022,1263,1789999,1,4,6,1,0,8
4,2,79883,20,164,2014,1194,189000,3,1,5,3,1,135
4,7,9000,12,96,2020,490,1889999,1,1,5,1,1,135
4,2,100048,9,72,2007,62,28001,3,4,5,1,1,12
4,8,110712,8,55,2014,1452,270000,3,1,5,1,1,113
4,2,67653,29,256,2017,128,409999,1,4,5,1,0,113
4,2,58066,9,84,2015,1289,296000,4,4,5,1,1,113
4,8,83000,11,94,2017,524,2350000,1,1,5,3,0,8
4,8,71053,8,55,2019,1446,576000,1,4,5,1,1,135
4,2,76977,31,281,2018,328,623000,1,1,5,3,1,113
4,2,150729,29,244,2009,855,80000,3,1,5,1,1,101
4,7,115000,21,198,2016,1281,3190000,1,1,5,1,0,9
4,4,15000,13,100,2022,1258,1750000,1,1,6,1,0,56
4,8,144103,8,64,2007,1711,35840,3,4,5,1,1,129
4,8,19726,8,55,2022,1435,750000,3,4,5,1,1,14
4,7,60267,0,8,2013,496,1764999,4,1,5,1,0,8
4,8,120931,9,71,2013,905,900000,3,1,5,1,1,30
4,7,12111,29,251,2022,1887,950000,3,4,5,1,1,8
4,8,121671,2,27,2016,1205,450000,3,1,5,1,1,35
4,7,65573,20,172,2019,1940,894999,4,1,5,1,0,113
4,2,52887,9,84,2009,1569,250000,3,4,5,1,1,107
4,7,48457,8,58,2015,557,1285000,1,4,5,1,0,113
4,2,51088,24,214,2013,1839,325000,3,4,5,1,1,11
4,2,0,20,173,2015,1745,350000,3,4,5,1,1,113
4,7,22000,13,102,2021,1164,1390000,1,4,5,1,1,135
4,8,45316,9,81,2018,1707,823000,5,4,5,1,1,113
4,7,16858,13,102,2019,1127,1395000,1,4,5,1,0,107
4,4,105000,30,271,2014,578,790000,1,1,7,1,1,56
4,2,31850,27,224,2019,1399,342000,4,4,5,1,1,113
4,8,135213,8,55,2013,1726,270000,3,1,5,1,1,22
4,8,88378,8,55,2014,1452,358000,3,1,5,1,1,133
4,8,191867,20,169,2016,1687,500000,3,1,5,1,1,135
4,8,65808,20,169,2012,1687,409999,3,1,5,1,1,112
4,7,20135,24,212,2021,1863,650000,3,4,5,1,1,9
4,8,29882,28,234,2019,433,2290000,1,4,5,1,0,8
4,2,61334,20,173,2018,1745,380000,3,4,5,1,1,113
4,8,69383,1,12,2017,662,1700000,3,1,5,4,0,66
4,7,157312,17,130,2009,1207,450000,3,1,9,2,1,74
4,2,51531,9,85,2017,120,500000,3,4,5,1,1,56
4,7,88098,13,102,2019,1152,944999,3,1,5,1,1,53
4,7,96000,8,56,2016,2016,525000,1,1,7,1,1,56
4,8,133946,28,233,2008,824,564000,3,1,5,1,1,20
4,2,70593,9,84,2016,1567,326000,4,4,5,1,1,113
4,2,82556,9,85,2015,1290,465000,5,4,5,1,1,135
4,2,42160,20,173,2009,1236,180000,3,4,5,1,1,9
4,8,99367,20,169,2018,1936,710000,4,1,5,1,1,113
4,8,95329,9,81,2018,1707,794000,5,4,5,1,1,8
4,8,72000,20,169,2015,1728,465000,1,4,5,1,1,135
4,2,137537,9,85,2011,210,150000,3,1,5,2,1,135
4,8,98000,8,59,2014,2000,520000,1,1,5,1,1,135
4,8,152098,2,27,2010,1205,361000,3,1,5,4,1,135
4,8,88329,27,228,2013,1007,390000,1,1,5,1,1,113
4,7,126000,30,267,2016,719,2450000,1,1,7,3,0,113
4,2,114866,20,164,2009,1728,93982,1,4,5,3,1,135
4,2,27723,20,148,2021,1984,600000,3,4,5,1,1,71
4,8,57847,30,263,2009,440,395000,1,4,5,1,0,135
4,8,46557,9,81,2021,1485,980000,3,4,5,1,1,100
4,2,37983,20,173,2016,1745,360000,3,4,5,1,1,135
4,2,152783,20,145,2010,1207,68063,3,4,5,2,1,112
4,8,69856,21,186,2012,615,1250000,4,1,5,1,0,135
4,7,60091,0,8,2013,496,1850000,4,1,5,1,0,9
4,2,50501,20,168,2017,1244,450000,3,4,5,1,1,46
4,2,40960,20,151,2020,1750,500000,5,0,5,1,1,113
4,2,65000,9,73,2018,95,484999,1,4,5,1,1,135
4,2,74232,20,168,2014,1937,429000,4,1,5,1,1,135
4,2,38892,20,173,2015,1745,347000,4,4,5,1,1,135
4,8,72602,9,81,2016,363,695000,1,1,5,3,0,135
4,7,82882,1,21,2014,2056,2450000,4,1,5,1,0,14
4,7,79329,0,7,2017,643,2325000,4,1,5,3,1,113
4,8,63959,20,169,2013,1728,400000,3,4,5,1,1,135
4,2,10801,29,239,2022,1852,900000,3,4,5,1,1,135
4,7,86580,30,267,2015,723,1300000,3,1,7,3,1,122
4,8,30751,28,235,2015,390,330000,3,4,5,3,0,34
4,2,151231,20,173,2014,1745,250000,3,4,5,1,1,113
4,7,49000,13,102,2020,1168,1575000,1,1,5,1,1,107
4,7,49000,13,102,2019,1127,1475000,1,4,5,1,0,135
4,8,147640,21,186,2006,615,225000,3,1,5,4,0,8
4,8,55000,0,3,2013,1324,1370000,1,1,5,1,0,135
4,7,17284,8,65,2022,1713,900000,3,4,5,1,1,90
4,8,100076,9,82,2014,59,300000,3,1,5,4,1,132
4,2,105180,2,31,2011,7,60000,3,4,5,3,1,25
4,2,85648,20,146,2018,1224,272000,4,4,5,1,1,85
4,2,97229,20,168,2018,1728,509000,4,4,5,1,1,9
4,2,74850,20,148,2016,185,470000,3,1,5,1,1,9
4,2,18484,20,165,2022,1751,539000,1,0,4,1,1,85
4,2,52509,20,168,2018,1728,544000,4,4,5,1,1,135
4,8,94970,9,66,2006,1107,142000,3,4,5,3,1,9
4,2,57000,9,84,2016,1582,345000,1,4,5,3,1,56
4,8,91547,28,235,2018,320,965000,4,1,5,1,1,113
4,8,42601,20,169,2011,172,280000,3,4,5,1,1,96
4,4,208978,20,155,2013,1687,450000,3,1,7,1,1,123
4,7,31262,13,102,2019,1167,1130000,3,1,5,1,0,56
4,7,72000,6,48,2018,269,775000,1,1,5,1,1,56
4,7,152633,24,216,2014,1833,216000,3,1,5,1,1,98
4,2,70000,9,85,2017,846,600000,1,4,5,1,1,135
4,8,54737,0,1,2018,687,2089999,1,4,5,1,0,9
4,7,97845,17,139,2020,1787,1011999,3,1,7,1,1,135
4,2,18240,20,168,2022,1749,630000,3,4,5,1,1,135
4,7,90000,29,253,2015,1048,590000,1,1,7,3,1,14
4,8,65262,11,95,2014,638,3800000,1,1,5,1,0,65
4,8,86703,9,81,2018,1708,875000,5,4,5,1,1,113
4,8,16000,28,236,2022,32,1110000,4,4,5,1,1,135
4,2,48409,9,70,2018,1074,280000,3,4,5,1,1,100
4,2,102912,20,168,2012,1728,364000,1,4,5,1,1,113
4,2,37025,27,224,2019,1399,352000,4,4,5,1,1,135
4,2,164910,24,214,2015,1873,215000,3,4,5,1,1,135
4,8,68243,31,286,2012,999,300000,3,1,5,3,1,135
4,2,110728,9,84,2012,1566,231000,3,4,5,1,1,115
4,8,69492,9,81,2020,1498,1156000,3,1,5,1,1,99
4,2,72480,20,168,2013,1190,400000,3,1,5,1,1,135
4,2,120094,9,85,2016,1569,500000,3,4,5,1,1,100
4,2,118149,20,168,2013,1687,350000,3,1,5,4,1,135
4,7,29000,13,102,2020,1165,1420000,1,4,5,1,0,8
4,2,68000,8,57,2015,1714,385000,4,4,5,4,0,107
4,5,45663,20,163,2014,1028,94353,3,4,8,4,1,123
4,2,62626,20,146,2012,1224,96295,3,4,5,1,1,123
4,5,32317,20,154,2022,885,570000,3,0,5,1,1,72
4,2,65733,9,85,2010,119,117000,3,4,5,3,1,135
4,2,21388,29,239,2020,1829,537000,4,4,5,1,1,113
4,8,71448,20,169,2019,773,678000,4,1,5,4,0,113
4,8,63385,8,55,2018,1446,541000,4,4,5,1,1,85
4,2,60048,9,85,2019,1306,578000,4,4,5,1,1,85
4,2,45926,9,70,2015,1074,200000,3,4,5,1,1,100
4,7,19876,20,172,2021,1224,750000,3,4,5,1,1,95
4,2,69000,9,85,2017,991,675000,1,1,5,1,1,135
4,7,65000,20,172,2021,1979,894999,1,4,5,1,1,135
4,2,37386,9,73,2015,831,420000,3,4,5,1,1,103
4,2,104590,20,148,2020,1984,550000,3,4,5,1,1,9
4,7,105072,6,48,2015,258,420000,3,1,5,1,1,116
4,8,176550,8,61,2007,429,150000,3,4,5,4,1,8
4,8,52000,9,81,2016,372,785000,1,1,5,1,1,135
4,2,26124,29,239,2020,1829,459999,3,4,5,1,1,135
4,8,35925,20,153,2018,215,750000,3,4,5,1,1,113
4,8,64816,18,129,2008,381,73000,3,4,5,3,1,74
4,4,92701,17,119,2008,1479,108000,3,1,7,2,1,135
4,2,38439,20,151,2019,1952,419000,4,4,5,1,1,113
4,7,45531,6,48,2017,341,549000,1,4,5,1,1,135
4,2,71098,20,168,2015,1728,426000,1,4,5,3,1,135
4,7,99432,17,139,2014,1798,633000,1,1,7,1,1,8
4,2,24068,27,224,2020,24,440000,3,4,5,3,0,38
4,2,85445,6,52,2013,998,250000,3,1,5,4,1,35
4,8,112097,31,279,2008,442,476999,3,1,5,2,0,8
4,2,80008,9,73,2017,911,470000,3,1,5,1,1,119
4,8,96496,31,286,2013,999,400000,3,1,5,3,1,20
4,7,75744,24,216,2014,1862,550000,3,1,5,1,1,135
4,2,70000,20,161,2017,181,545000,1,1,5,1,0,107
4,2,85000,9,86,2015,1489,565000,1,1,5,1,1,135
4,2,15092,20,146,2022,1749,409999,3,4,5,1,1,56
4,8,117131,8,55,2014,1523,380000,3,4,5,4,1,1
4,2,32802,20,174,2016,774,400000,3,4,5,3,0,56
4,2,39201,20,148,2016,69,650000,3,4,5,1,1,106
4,7,101884,13,102,2019,1167,1260000,3,1,5,1,0,45
4,2,152702,20,168,2014,1688,450000,3,1,5,3,1,135
4,2,74729,9,70,2014,1305,210000,4,4,5,1,1,107
4,7,9009,29,251,2022,1887,990000,3,4,5,1,1,8
4,7,10785,20,167,2020,812,1059000,5,4,5,1,1,9
4,2,85374,9,73,2017,106,426000,4,4,5,1,1,85
4,2,36495,9,84,2011,1286,175000,3,4,5,1,1,107
4,2,57095,31,281,2012,993,220000,3,1,5,3,1,20
4,2,20199,9,85,2022,1578,1000000,3,1,5,1,1,135
4,2,1782,27,224,2022,25,530000,3,4,5,1,1,135
4,7,182946,9,69,2017,415,700000,3,4,5,1,1,113
4,2,20685,27,224,2019,1399,299000,3,4,5,1,1,81
4,2,51284,9,70,2015,1305,250000,3,4,5,1,1,100
4,4,83000,20,155,2020,1764,894999,1,4,7,1,1,113
4,2,36661,20,146,2019,1728,322000,3,4,5,1,1,52
4,7,44143,17,136,2022,1215,1400000,3,4,4,1,1,56
4,8,108168,8,59,2006,1055,150000,3,4,5,2,1,113
4,2,69475,20,147,2018,1735,310000,3,4,5,1,0,123
4,7,96294,17,139,2013,1798,500000,3,1,7,3,1,56
4,7,48000,9,69,2017,377,825000,1,4,5,1,1,135
4,7,34970,20,172,2018,1690,810000,4,1,5,1,1,107
4,8,49931,9,68,2020,1427,649000,4,4,5,1,1,135
4,2,49500,20,148,2018,69,670000,1,4,5,1,1,9
4,7,44376,13,102,2019,1128,1525000,1,1,5,1,0,113
4,2,49225,20,168,2018,1687,655000,1,1,5,1,1,135
4,2,68843,29,256,2020,1852,493000,1,4,5,1,1,113
4,2,60318,20,173,2009,1728,325000,1,4,5,1,1,135
4,2,101014,20,168,2018,773,550000,5,1,5,1,0,117
4,2,44319,27,224,2020,918,376000,3,4,5,3,0,135
4,2,49422,31,281,2017,117,337000,3,4,5,1,1,20
4,7,44934,29,251,2021,1912,1044999,3,4,5,1,0,33
4,8,251066,20,169,2011,1779,118000,3,1,5,1,1,113
4,8,208708,20,153,2017,199,436000,3,1,5,1,1,8
4,2,75426,20,173,2009,1237,75697,3,3,5,1,1,113
4,7,36107,9,80,2020,1514,861000,3,4,5,1,0,135
4,7,50854,8,65,2019,2029,590000,4,4,5,1,1,135
4,2,7985,9,74,2020,1286,553000,3,4,5,1,1,9
4,7,47913,17,134,2017,1617,429000,3,1,7,1,1,135
4,2,138907,20,148,2017,147,500000,3,4,5,1,1,52
4,2,201161,20,164,2010,1690,108000,3,1,5,1,1,135
4,7,124143,17,139,2015,1809,482000,3,1,7,1,1,8
4,8,65396,8,55,2017,1446,422000,4,4,5,3,1,135
4,2,45746,9,84,2011,1286,206000,4,4,5,1,1,113
4,8,90560,20,153,2017,204,630000,3,4,5,1,1,135
4,7,48350,8,58,2015,557,1390000,1,4,5,1,0,113
4,8,66000,8,55,2017,1029,525000,1,1,5,1,1,135
4,2,1989,20,146,2022,1749,364000,3,4,5,1,1,56
4,2,110818,9,70,2014,1067,200000,3,4,5,1,1,100
4,7,89000,9,69,2017,398,975000,1,1,5,3,0,56
4,2,67225,17,126,2018,1098,250000,3,4,6,1,1,113
4,7,96937,29,242,2020,1875,1300000,3,1,5,1,1,135
4,2,160145,20,168,2010,1778,200000,3,1,5,1,1,68
4,4,85017,8,63,2015,1679,450000,3,4,7,1,1,129
4,2,86719,9,84,2009,1067,150000,3,4,5,1,1,107
4,8,106311,29,248,2012,1047,244000,1,1,5,3,1,135
4,2,66328,8,57,2018,140,350000,3,4,5,1,1,135
4,8,132528,8,59,1999,187,100000,4,4,5,1,1,55
4,8,62285,11,94,2019,464,3100000,4,1,5,1,0,107
4,2,183619,9,85,2011,210,179000,3,1,5,1,1,135
4,7,27019,17,123,2019,1945,900000,3,1,7,1,1,35
4,2,46848,9,84,2011,1286,190000,1,4,5,1,1,56
4,7,16424,27,225,2021,1410,547000,3,4,5,1,1,77
4,8,89525,20,153,2015,1775,509999,3,4,5,3,1,135
4,7,39657,9,69,2020,1490,1650000,3,1,5,1,0,135
4,7,44516,28,232,2021,32,1000000,1,4,5,1,1,107
4,8,129267,20,169,2016,1687,580000,3,1,5,1,1,135
4,2,77497,9,70,2017,1308,250000,3,4,5,1,1,100
4,2,74953,20,168,2015,1688,310000,3,1,5,2,1,135
4,8,153007,20,153,2016,1694,400000,3,1,5,3,1,14
4,2,75415,20,145,2008,1248,94723,3,4,5,3,1,107
4,4,32516,20,155,2022,1728,602000,3,4,7,1,1,56
4,7,49972,13,103,2022,1151,900000,4,4,5,1,1,4
4,2,174077,20,145,2006,1220,54000,3,4,5,1,1,113
4,2,72434,20,145,2011,1246,110000,3,4,5,4,1,39
4,8,34185,6,47,2015,158,300000,3,4,5,4,1,107
4,7,29336,24,212,2021,1829,417000,3,4,5,3,1,135
4,2,71501,9,73,2015,1286,325000,3,4,5,1,1,119
4,7,68279,13,102,2019,1126,1200000,3,4,5,1,1,45
4,8,99761,20,169,2012,1190,211000,3,1,5,3,1,135
4,7,46865,13,102,2021,1127,1450000,3,4,5,1,0,45
4,2,158924,9,73,2014,911,270000,3,1,5,1,1,119
4,2,94905,9,85,2014,1570,300000,3,1,5,1,1,135
4,8,80607,8,59,2014,2001,442000,3,1,5,3,1,133
4,2,33055,20,168,2020,774,508000,3,4,5,3,0,95
4,7,91873,17,139,2012,1817,400000,3,1,7,3,1,135
4,8,72117,2,29,2007,385,62000,3,4,5,1,1,23
4,7,160351,17,139,2012,1809,415000,3,1,7,1,1,135
4,7,68280,20,172,2018,1939,755000,3,1,5,1,1,95
4,2,47008,20,147,2018,1728,340000,3,4,5,1,1,135
4,8,104782,9,81,2018,902,900000,3,1,5,1,1,100
4,4,107598,20,155,2017,863,381000,3,4,7,3,0,123
4,7,90150,9,69,2019,235,950000,3,1,5,1,1,100
4,8,77074,20,153,2016,1694,500000,3,1,5,3,1,97
4,8,32293,8,55,2021,1717,731000,3,4,5,1,0,90
4,7,69510,12,96,2018,231,1200000,3,4,5,1,0,8
4,7,131511,12,96,2018,489,1000000,3,1,5,1,1,73
4,2,145716,20,168,2012,1687,300000,3,1,5,3,1,135
4,8,38943,20,153,2017,204,607000,3,4,5,1,1,69
4,2,96598,20,176,2005,1224,69000,3,4,5,3,1,113
4,7,28807,9,69,2021,1503,1600000,3,4,5,1,0,99
4,8,107000,1,15,2012,738,1275000,1,1,5,1,0,135
4,7,79331,14,109,2016,1142,3675000,1,1,5,3,0,135
4,7,49503,13,103,2020,1154,994999,4,1,5,1,1,56
4,4,137029,30,271,2014,560,1350000,4,1,7,1,1,113
4,7,34576,12,96,2018,228,1490000,4,4,5,1,0,8
4,7,40220,17,134,2016,1619,750000,0,1,7,1,1,107
4,2,83083,20,148,2018,988,675000,1,1,5,1,1,9
4,7,139208,30,267,2010,627,1050000,4,1,7,1,1,135
4,2,40000,20,147,2023,1481,276000,4,4,5,1,1,85
4,2,50000,20,173,2016,1745,182000,4,4,5,1,1,85
4,8,60000,20,157,2005,1268,50000,4,4,5,1,1,85
4,2,100000,9,70,2011,1067,130000,4,4,5,1,1,85
4,2,120000,9,70,2012,1067,130000,4,4,5,1,1,85
4,2,70000,6,52,2011,1346,110000,4,4,5,3,1,85
4,2,50000,20,177,2008,1747,55000,4,4,5,3,1,85
4,2,120000,9,70,2011,1067,130000,4,4,5,1,1,85
4,7,20000,24,212,2022,1829,650000,4,4,5,1,1,85
4,2,40000,27,224,2016,1405,250000,4,4,5,1,1,85
4,2,100000,20,144,2010,1780,110000,4,4,5,1,1,85
4,7,10000,24,212,2021,1654,730000,4,4,5,1,1,85
4,2,60000,20,145,2012,1137,130000,4,0,5,1,1,85
4,2,20000,20,146,2021,1224,330000,4,4,5,1,1,85
4,8,30000,20,169,2020,1729,600000,4,4,5,1,1,85
4,2,50000,20,173,2009,1220,100000,4,4,5,3,1,85
4,2,70000,20,168,2013,1728,335000,4,4,5,1,1,85
4,7,30000,17,121,2023,1317,1100000,4,1,7,1,1,85
4,7,50000,6,48,2014,337,400000,4,4,5,4,0,85
4,2,30000,9,85,2011,121,300000,4,4,5,1,1,85
4,2,20000,9,77,2011,1108,180000,4,4,5,1,1,85
4,7,20000,17,138,2022,1802,1100000,4,1,5,1,1,85
4,2,90000,9,85,2012,149,229999,4,4,5,1,1,85
4,2,60000,6,52,2011,1011,150000,4,1,5,4,1,85
4,2,100000,20,151,2018,1970,400000,4,4,5,1,0,85
4,2,10000,3,33,2022,1383,700000,4,4,5,1,1,85
4,7,60000,6,48,2017,271,600000,4,1,5,1,1,85
4,7,40000,20,172,2021,1224,745000,4,4,5,1,1,85
4,2,120000,6,52,2013,1011,150000,4,1,5,3,1,85
4,7,70000,13,102,2020,1152,1166000,4,1,5,1,1,85
4,2,10000,20,173,2021,1728,500000,4,4,5,1,1,85
4,2,50000,20,147,2018,1735,350000,4,4,5,3,0,85
4,7,50000,29,251,2018,295,600000,4,1,5,3,1,85
4,2,50000,4,35,2016,1604,225000,4,4,5,1,1,85
4,7,30000,17,119,2021,861,1000000,4,1,7,1,1,85
4,8,150000,20,169,2010,1194,190000,4,1,5,3,1,85
4,7,70000,17,121,2021,1320,950000,4,1,7,1,1,85
4,2,90000,20,177,2010,1748,150000,4,4,5,1,1,85
4,2,50000,20,145,2010,1246,185000,4,4,5,1,1,85
4,2,80000,20,143,1998,1595,50000,4,4,4,2,1,85
4,2,120000,2,25,2014,1001,150000,4,1,5,3,1,85
4,8,20000,8,55,2021,1445,800000,4,4,5,1,1,85
4,7,60000,17,136,2017,893,450000,4,1,6,2,1,85
4,8,60000,8,55,2016,1520,430000,4,1,5,3,1,85
4,8,70000,20,169,2011,1769,225000,4,4,5,3,1,85
4,2,150000,20,145,2008,1207,70000,4,4,5,4,1,85
4,2,30000,9,84,2010,832,175000,4,4,5,3,1,85
4,8,60000,9,66,2008,1107,100000,4,4,5,1,1,85
4,4,120000,20,155,2017,1469,600000,4,1,7,3,1,85
4,8,100000,20,169,2011,1769,200000,4,4,5,1,1,85
4,7,50000,17,130,2020,1458,1600000,4,1,7,1,1,85
4,2,70000,9,77,2007,1828,100000,4,4,5,1,1,85
4,7,10000,17,138,2022,1820,1200000,4,4,5,1,1,85
4,7,50000,17,138,2020,1820,1070000,4,4,5,1,1,85
4,2,80000,9,70,2015,1074,248000,4,4,5,1,1,85
4,2,40000,20,146,2020,1749,400000,4,4,5,1,1,85
4,2,70000,20,145,2007,1596,125000,4,4,5,3,1,85
4,2,150000,8,62,2016,354,400000,4,1,5,1,1,85
4,8,40000,8,55,2021,1557,900000,4,1,5,1,0,85
4,2,30000,20,146,2020,1224,310000,4,4,5,1,1,85
4,8,80000,20,169,2014,1224,350000,4,4,5,1,1,85
4,7,80000,12,96,2017,466,1300000,4,1,5,1,1,85
4,7,20000,8,65,2021,1713,850000,4,4,5,1,1,85
4,2,70000,2,31,2009,7,90000,4,4,5,3,1,85
4,7,120000,17,139,2012,1809,500000,4,1,7,1,1,85
4,7,20000,8,65,2022,1713,950000,4,4,5,1,1,85
4,7,150000,12,96,2018,466,1214000,4,1,5,1,1,85
4,8,20000,9,68,2021,1427,670000,4,4,5,1,1,85
4,2,80000,20,143,2004,765,50000,4,4,4,3,1,85
4,7,90000,20,172,2017,1690,850000,4,1,5,1,1,85
4,2,30000,27,224,2017,1399,300000,4,4,5,1,1,85
4,2,30000,20,146,2020,1224,330000,4,4,5,1,1,85
4,7,40000,20,172,2018,1690,750000,4,1,5,4,1,85
4,8,120000,9,66,2005,1107,70000,4,4,5,2,1,85
4,2,120000,20,173,2006,1728,80000,4,4,5,2,1,85
4,2,60000,20,173,2009,1236,125000,4,4,5,3,1,85
4,8,150000,20,169,2009,1937,250000,4,1,5,3,1,85
4,2,60000,20,146,2019,1748,370000,4,4,5,1,1,85
4,7,150000,27,222,2013,450,325000,4,1,5,1,1,85
4,2,80000,20,143,2006,1595,45000,4,4,4,3,1,85
4,7,100000,29,250,2009,989,170000,4,1,7,3,1,85
4,7,50000,17,123,2019,1945,800000,4,1,7,1,1,85
4,2,50000,2,25,2012,1001,122000,4,1,5,4,1,85
4,2,60000,9,84,2008,1286,150000,4,4,5,3,1,85
4,2,30000,20,146,2020,1749,325000,4,4,5,1,1,85
4,2,80000,20,143,2003,1597,50000,4,4,4,2,1,85
4,7,10000,9,80,2022,1505,1100000,4,4,5,3,1,85
4,8,150000,9,66,2009,1083,100000,4,3,5,3,1,85
4,1,40000,1,16,2006,745,700000,4,4,4,2,0,85
4,2,150000,20,173,2009,1236,125000,4,4,5,3,1,85
4,7,60000,29,251,2019,131,800000,4,4,5,1,1,85
4,8,120000,8,59,2009,302,225000,4,4,5,3,1,85
4,7,50000,29,251,2021,1850,950000,4,4,5,1,0,85
4,2,150000,20,168,2014,1191,380000,4,1,5,3,1,85
4,2,150000,20,177,2007,1231,90000,4,4,5,3,1,85
4,2,10000,20,146,2022,1224,425000,4,4,5,1,1,85
4,7,30000,13,102,2021,1164,1450000,4,4,5,1,1,85
4,2,60000,20,148,2018,174,590000,4,4,5,3,1,85
4,2,50000,20,146,2018,1224,280000,4,4,5,1,1,85
4,2,120000,20,151,2014,1728,250000,4,4,5,3,1,85
4,7,70000,17,139,2013,1798,500000,4,1,7,1,1,85
4,7,150000,20,167,2017,821,500000,4,1,5,1,1,85
4,2,50000,29,249,2016,1659,142000,4,4,4,1,1,85
4,7,70000,17,125,2016,2039,300000,4,4,6,1,1,85
4,2,40000,20,168,2021,1965,650000,4,4,5,1,1,85
4,2,120000,20,168,2006,192,150000,4,4,5,4,1,85
4,8,60000,29,258,2019,129,500000,4,4,5,3,1,85
4,2,150000,20,144,2010,790,150000,4,4,5,2,0,85
4,8,90000,29,246,2011,892,161000,4,1,5,3,1,85
4,7,10000,8,65,2023,1713,1000000,4,4,5,3,1,85
4,2,50000,29,256,2020,1874,520000,4,4,5,1,1,85
4,7,90000,17,134,2016,2044,725000,4,1,7,3,1,85
4,2,40000,20,147,2013,613,250000,4,4,5,1,1,85
4,7,150000,27,222,2013,453,350000,4,1,5,1,1,85
4,2,120000,9,84,2017,1568,400000,4,3,5,1,1,85
4,2,100000,20,145,2012,1246,150000,4,4,5,4,1,85
4,8,90000,20,169,2016,1687,459999,4,1,5,1,1,85
4,2,70000,20,143,2004,1597,40000,4,4,4,2,1,85
4,8,150000,2,30,2017,184,425000,4,1,5,1,1,85
4,2,120000,20,173,2005,1207,100000,4,4,5,3,1,85
4,2,60000,20,149,2019,16,650000,4,4,5,1,1,85
4,4,100000,20,155,2017,1469,750000,4,1,7,3,1,85
4,2,10000,20,146,2022,1749,455999,4,4,5,1,1,85
4,7,120000,27,222,2013,450,350000,4,1,5,1,1,85
4,8,150000,20,169,2015,1687,375000,4,1,5,1,1,85
4,7,120000,17,119,2005,970,305000,4,1,9,3,1,85
4,8,150000,9,81,2012,400,400000,4,1,5,3,1,85
4,8,150000,8,55,2016,1033,400000,4,1,5,1,1,85
4,2,120000,9,70,2017,1074,229999,4,4,5,3,1,85
4,2,20000,29,239,2021,1885,725000,4,4,5,3,1,85
4,4,100000,30,271,2009,576,425000,4,1,7,3,1,85
4,8,30000,31,286,2014,1342,450000,4,4,5,1,1,85
4,2,120000,24,213,2016,1014,300000,4,1,5,3,1,85
4,2,90000,2,25,2011,1204,160000,4,4,5,4,1,85
4,2,10000,20,168,2023,1965,640000,4,4,5,1,1,85
4,8,30000,9,68,2021,1427,675000,4,4,5,1,1,85
4,7,150000,27,222,2012,754,300000,4,1,5,1,1,85
4,2,40000,20,146,2015,1224,250000,4,4,5,3,1,85
4,8,120000,29,260,2017,1385,450000,4,1,5,4,1,85
4,2,60000,9,70,2017,1074,260000,4,4,5,1,1,85
4,2,10000,9,85,2023,1575,850000,4,4,5,1,1,85
4,7,150000,6,48,2014,258,450000,4,1,5,1,1,85
4,8,70000,2,27,2013,1205,380000,4,1,5,3,1,85
